snt_id,sdr,sdr_i,si-snr,si-snr_i
AM Contra - Heart Peripheral,6.482112375949265,6.48377990273706,5.724854469299316,5.733708381652832
avg,6.482112375949265,6.48377990273706,5.724854469299316,5.733708381652832
